Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/flow-data/src/main/java/com/vaadin/flow/data/binder/SimpleResult.java,5,2,1,2,1,2,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/StatusChangeEvent.java,5,0,1,4,1,0,3,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/StatusChangeListener.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ValidationException.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ValidationResult.java,9,0,1,8,1,0,7,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ValidationResultWrap.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ValidationStatusChangeEvent.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ValidationStatusChangeListener.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/Validator.java,8,0,1,7,1,0,6,1
/flow-data/src/main/java/com/vaadin/flow/data/binder/ValueContext.java,10,0,1,9,1,0,8,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/AbstractStringToNumberConverter.java,11,4,1,6,1,4,5,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/Converter.java,8,0,1,7,1,0,6,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/ConverterFactory.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/DateToLongConverter.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/DateToSqlDateConverter.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/DefaultConverterFactory.java,2,0,1,1,1,0,0,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/LocalDateTimeToDateConverter.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/LocalDateTimeToInstantConverter.java,3,0,1,2,1,0,1,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/LocalDateToDateConverter.java,4,0,1,3,1,0,2,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToBigDecimalConverter.java,6,0,1,5,1,0,4,1
/flow-data/src/main/java/com/vaadin/flow/data/converter/StringToBigIntegerConverter.java,7,1,1,5,1,1,4,1
