Class,Number of commentsComment,Number of line comments,Number of Block comments,Number of Javadoc comments,Number of Licence comments,Number of comments in methode,Number of method comments,Number of class comments
/core/src/com/google/inject/multibindings/MapKey.java,3,0,1,2,1,1,0,1
/core/src/com/google/inject/multibindings/Multibinder.java,13,2,1,10,1,0,9,3
/core/src/com/google/inject/multibindings/MultibinderBinding.java,8,0,1,7,1,0,6,1
/core/src/com/google/inject/multibindings/MultibindingsScanner.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/multibindings/MultibindingsTargetVisitor.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/multibindings/OptionalBinder.java,6,2,1,3,1,0,2,3
/core/src/com/google/inject/multibindings/OptionalBinderBinding.java,7,0,1,6,1,0,5,1
/core/src/com/google/inject/multibindings/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/multibindings/ProvidesIntoMap.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/multibindings/ProvidesIntoOptional.java,6,0,1,5,1,4,0,1
/core/src/com/google/inject/multibindings/ProvidesIntoSet.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/multibindings/StringMapKey.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/name/Named.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/name/NamedImpl.java,2,1,1,0,1,1,0,0
/core/src/com/google/inject/name/Names.java,6,1,1,4,1,1,3,1
/core/src/com/google/inject/name/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/OutOfScopeException.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/PrivateBinder.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/PrivateModule.java,32,2,1,29,1,1,28,2
/core/src/com/google/inject/ProvidedBy.java,3,0,1,2,1,1,0,1
/core/src/com/google/inject/Provider.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/Provides.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/ProvisionException.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/RestrictedBindingSource.java,6,0,0,6,0,5,0,1
/core/src/com/google/inject/Scope.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/ScopeAnnotation.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/Scopes.java,7,0,1,6,1,0,5,1
/core/src/com/google/inject/Singleton.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/BindingScopingVisitor.java,6,0,1,5,1,0,4,1
/core/src/com/google/inject/spi/BindingSourceRestriction.java,27,15,1,11,0,13,13,1
/core/src/com/google/inject/spi/BindingTargetVisitor.java,11,0,1,10,1,0,9,1
/core/src/com/google/inject/spi/ConstructorBinding.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/spi/ConvertedConstantBinding.java,6,0,1,5,1,0,4,1
/core/src/com/google/inject/spi/DefaultBindingScopingVisitor.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/DefaultBindingTargetVisitor.java,4,1,1,2,1,1,1,1
/core/src/com/google/inject/spi/DefaultElementVisitor.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/Dependency.java,8,0,1,7,1,0,6,1
/core/src/com/google/inject/spi/DisableCircularProxiesOption.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/Element.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/spi/Elements.java,55,32,7,16,1,36,15,3
/core/src/com/google/inject/spi/ElementSource.java,12,0,1,11,1,0,10,1
/core/src/com/google/inject/spi/ElementVisitor.java,19,0,1,18,1,0,17,1
/core/src/com/google/inject/spi/ErrorDetail.java,8,1,0,7,0,1,6,1
/core/src/com/google/inject/spi/ExposedBinding.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/spi/HasDependencies.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/InjectionListener.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/InjectionPoint.java,53,21,3,29,1,21,30,1
/core/src/com/google/inject/spi/InjectionRequest.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/spi/InstanceBinding.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/spi/InterceptorBinding.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/LinkedKeyBinding.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/MembersInjectorLookup.java,7,0,1,6,1,0,5,1
/core/src/com/google/inject/spi/Message.java,14,0,1,13,1,0,12,1
/core/src/com/google/inject/spi/ModuleAnnotatedMethodScanner.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/spi/ModuleAnnotatedMethodScannerBinding.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/ModuleSource.java,13,0,1,12,1,0,11,1
/core/src/com/google/inject/spi/package-info.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/PrivateElements.java,6,0,1,5,1,0,4,1
/core/src/com/google/inject/spi/ProviderBinding.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/ProviderInstanceBinding.java,5,0,1,4,1,0,3,1
/core/src/com/google/inject/spi/ProviderKeyBinding.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/ProviderLookup.java,9,2,1,6,1,2,5,1
/core/src/com/google/inject/spi/ProviderWithDependencies.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/ProviderWithExtensionVisitor.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/ProvidesMethodBinding.java,6,0,1,5,1,0,4,1
/core/src/com/google/inject/spi/ProvidesMethodTargetVisitor.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/ProvisionListener.java,6,0,1,5,1,0,4,1
/core/src/com/google/inject/spi/ProvisionListenerBinding.java,4,0,1,3,1,0,2,1
/core/src/com/google/inject/spi/RequireAtInjectOnConstructorsOption.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/RequireExactBindingAnnotationsOption.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/RequireExplicitBindingsOption.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/ScopeBinding.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/StaticInjectionRequest.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/Toolable.java,2,0,1,1,1,0,0,1
/core/src/com/google/inject/spi/TypeConverter.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/TypeConverterBinding.java,3,0,1,2,1,0,1,1
/core/src/com/google/inject/spi/TypeEncounter.java,12,0,1,11,1,0,10,1
/core/src/com/google/inject/spi/TypeListener.java,3,0,1,2,1,0,1,1
