class,loc
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingTimestampedKeyValueBytesStore.java,35
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingTimestampedWindowBytesStore.java,22
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingVersionedKeyValueBytesStore.java,40
/streams/src/main/java/org/apache/kafka/streams/state/internals/ChangeLoggingWindowBytesStore.java,108
/streams/src/main/java/org/apache/kafka/streams/processor/internals/ChangelogReader.java,15
/streams/src/main/java/org/apache/kafka/streams/processor/internals/ChangelogRecordDeserializationHelper.java,46
/streams/src/main/java/org/apache/kafka/streams/processor/internals/ChangelogRegister.java,9
/streams/src/main/java/org/apache/kafka/streams/processor/internals/ChangelogTopics.java,102
/clients/src/main/java/org/apache/kafka/common/network/ChannelBuilder.java,11
/clients/src/main/java/org/apache/kafka/common/network/ChannelBuilders.java,170
/clients/src/main/java/org/apache/kafka/common/network/ChannelMetadataRegistry.java,9
/clients/src/main/java/org/apache/kafka/common/network/ChannelState.java,42
/connect/mirror-client/src/main/java/org/apache/kafka/connect/mirror/Checkpoint.java,140
/jmh-benchmarks/src/main/java/org/apache/kafka/jmh/server/CheckpointBench.java,141
/server-common/src/main/java/org/apache/kafka/server/common/CheckpointFile.java,140
/storage/src/main/java/org/apache/kafka/storage/internals/checkpoint/CheckpointFileWithFailureHandler.java,39
/connect/mirror/src/main/java/org/apache/kafka/connect/mirror/formatters/CheckpointFormatter.java,11
/clients/src/main/java/org/apache/kafka/common/utils/Checksums.java,75
/clients/src/main/java/org/apache/kafka/common/utils/ChildFirstClassLoader.java,90
/clients/src/main/java/org/apache/kafka/common/utils/ChunkedBytesStream.java,148
/clients/src/main/java/org/apache/kafka/common/network/CipherInformation.java,37
/server-common/src/main/java/org/apache/kafka/security/CipherParamsEncoder.java,9
/clients/src/main/java/org/apache/kafka/common/utils/CircularIterator.java,41
/clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/ClaimValidationUtils.java,47
/group-coordinator/src/main/java/org/apache/kafka/coordinator/group/classic/ClassicGroup.java,697
/group-coordinator/src/main/java/org/apache/kafka/coordinator/group/classic/ClassicGroupMember.java,201
/group-coordinator/src/main/java/org/apache/kafka/coordinator/group/classic/ClassicGroupState.java,39
/storage/src/main/java/org/apache/kafka/server/log/remote/metadata/storage/ClassLoaderAwareRemoteLogMetadataManager.java,97
/storage/src/main/java/org/apache/kafka/server/log/remote/storage/ClassLoaderAwareRemoteStorageManager.java,64
/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/ClassLoaderFactory.java,16
/generator/src/main/java/org/apache/kafka/message/ClauseGenerator.java,4
/storage/src/main/java/org/apache/kafka/storage/internals/log/CleanerConfig.java,75
/storage/src/main/java/org/apache/kafka/storage/internals/checkpoint/CleanShutdownFileHandler.java,70
/tools/src/main/java/org/apache/kafka/tools/ClientCompatibilityTest.java,471
/clients/src/main/java/org/apache/kafka/clients/ClientDnsLookup.java,17
/clients/src/main/java/org/apache/kafka/common/network/ClientInformation.java,39
/streams/src/main/java/org/apache/kafka/streams/ClientInstanceIds.java,8
/streams/src/main/java/org/apache/kafka/streams/internals/ClientInstanceIdsImpl.java,37
/clients/src/main/java/org/apache/kafka/common/replica/ClientMetadata.java,71
/streams/src/main/java/org/apache/kafka/streams/internals/metrics/ClientMetrics.java,114
/tools/src/main/java/org/apache/kafka/tools/ClientMetricsCommand.java,287
/server/src/main/java/org/apache/kafka/server/metrics/ClientMetricsConfigs.java,104
/server/src/main/java/org/apache/kafka/server/metrics/ClientMetricsInstance.java,94
/server/src/main/java/org/apache/kafka/server/metrics/ClientMetricsInstanceMetadata.java,37
/server/src/main/java/org/apache/kafka/server/ClientMetricsManager.java,456
/server/src/main/java/org/apache/kafka/server/metrics/ClientMetricsReceiverPlugin.java,28
/clients/src/main/java/org/apache/kafka/clients/admin/ClientMetricsResourceListing.java,30
/clients/src/main/java/org/apache/kafka/common/quota/ClientQuotaAlteration.java,50
/clients/src/main/java/org/apache/kafka/server/quota/ClientQuotaCallback.java,14
/metadata/src/main/java/org/apache/kafka/controller/ClientQuotaControlManager.java,266
/metadata/src/main/java/org/apache/kafka/image/ClientQuotaDelta.java,49
